,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
1373,South Carolina Governor - Haley vs. Sheheen,Palmetto Politics Poll/VSS,"Haley 53, Sheheen 40",13,2014-07-25,2014,0.0
1374,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 38, Baker 33",5,2014-07-25,2014,0.0
1375,Georgia Governor - Deal vs. Carter,Rasmussen Reports,"Deal 44, Carter 45",1,2014-07-27,2014,7.0
1376,Colorado Governor - Beauprez vs. Hickenlooper,CBS News/NYT/YouGov,"Hickenlooper 47, Beauprez 47",0,2014-07-28,2014,11.0
1377,Kansas Governor - Brownback vs. Davis,CBS News/NYT/YouGov,"Davis 40, Brownback 52",12,2014-07-28,2014,11.0
1378,Wisconsin Governor - Walker vs. Burke,CBS News/NYT/YouGov,"Walker 47, Burke 46",1,2014-07-28,2014,11.0
1379,Florida Governor - Scott vs. Crist,CBS News/NYT/YouGov,"Scott 48, Crist 43",5,2014-07-28,2014,11.0
1380,Georgia Governor - Deal vs. Carter,Landmark Communications*,"Deal 40, Carter 47",7,2014-07-28,2014,9.0
1381,Georgia Governor - Deal vs. Carter,CBS News/NYT/YouGov,"Deal 50, Carter 41",9,2014-07-28,2014,11.0
1382,Connecticut Governor - Foley vs. Malloy,CBS News/NYT/YouGov,"Foley 48, Malloy 41",7,2014-07-28,2014,11.0
1383,Michigan Governor - Snyder vs. Schauer,CBS News/NYT/YouGov,"Snyder 46, Schauer 43",3,2014-07-28,2014,11.0
1384,Texas Governor - Abbott vs. Davis,CBS News/NYT/YouGov,"Abbott 54, Davis 37",17,2014-07-28,2014,11.0
1385,Arkansas Governor - Hutchinson vs. Ross,CBS News/NYT/YouGov,"Hutchinson 48, Ross 45",3,2014-07-28,2014,11.0
1386,Pennsylvania Governor - Corbett vs. Wolf,CBS News/NYT/YouGov,"Wolf 52, Corbett 39",13,2014-07-28,2014,11.0
1387,Minnesota Governor - Seifert vs. Dayton,CBS News/NYT/YouGov,"Dayton 53, Seifert 37",16,2014-07-28,2014,11.0
1388,Iowa Governor - Branstad vs. Hatch,CBS News/NYT/YouGov,"Branstad 51, Hatch 40",11,2014-07-28,2014,11.0
1389,Massachusetts Governor - Baker vs. Coakley,CBS News/NYT/YouGov,"Coakley 51, Baker 36",15,2014-07-28,2014,11.0
1390,Oregon Governor - Richardson vs. Kitzhaber,CBS News/NYT/YouGov,"Kitzhaber 52, Richardson 42",10,2014-07-28,2014,11.0
1391,Illinois Governor - Rauner vs. Quinn,CBS News/NYT/YouGov,"Rauner 46, Quinn 43",3,2014-07-28,2014,11.0
1392,Ohio Governor - Kasich vs. FitzGerald,CBS News/NYT/YouGov,"Kasich 49, FitzGerald 43",6,2014-07-28,2014,11.0
1393,Nebraska Governor - Ricketts vs. Hassebrook,CBS News/NYT/YouGov,"Ricketts 49, Hassebrook 41",8,2014-07-28,2014,11.0
1394,California Governor - Kashkari vs. Brown,CBS News/NYT/YouGov,"Brown 57, Kashkari 33",24,2014-07-28,2014,11.0
1395,New York Governor - Astorino vs. Cuomo,CBS News/NYT/YouGov,"Cuomo 56, Astorino 32",24,2014-07-28,2014,11.0
1396,New Hampshire Governor - Havenstein vs. Hassan,CBS News/NYT/YouGov,"Hassan 53, Havenstein 38",15,2014-07-28,2014,11.0
1397,Oklahoma Governor - Fallin vs. Dorman,CBS News/NYT/YouGov,"Fallin 49, Dorman 40",9,2014-07-28,2014,11.0
1398,Rhode Island Governor - Block vs. Taveras,CBS News/NYT/YouGov,"Taveras 49, Block 24",25,2014-07-28,2014,11.0
1399,Tennessee Governor - Haslam vs. McKamey,CBS News/NYT/YouGov,"Haslam 55, McKamey 32",23,2014-07-28,2014,11.0
1400,Nevada Governor - Sandoval vs. Goodman,CBS News/NYT/YouGov,"Sandoval 57, Goodman 33",24,2014-07-28,2014,11.0
1401,South Carolina Governor - Haley vs. Sheheen,CBS News/NYT/YouGov,"Haley 55, Sheheen 38",17,2014-07-28,2014,11.0
1402,Alabama Governor - Bentley vs. Griffith,CBS News/NYT/YouGov,"Bentley 59, Griffith 31",28,2014-07-28,2014,11.0
1403,Vermont Governor - Milne vs. Shumlin vs. Peyton,CBS News/NYT/YouGov,"Shumlin 52, Milne 27, Peyton 15",25,2014-07-28,2014,11.0
1404,Wyoming Governor - Mead vs. Gosar,CBS News/NYT/YouGov,"Mead 53, Gosar 25",28,2014-07-28,2014,11.0
1405,South Dakota Governor - Daugaard vs. Wismer,CBS News/NYT/YouGov,"Daugaard 66, Wismer 27",39,2014-07-28,2014,11.0
1406,Idaho Governor - Otter vs. Balukoff,CBS News/NYT/YouGov,"Otter 56, Balukoff 34",22,2014-07-28,2014,11.0
1407,New Mexico Governor - Martinez vs. King,CBS News/NYT/YouGov,"Martinez 51, King 44",7,2014-07-28,2014,11.0
1408,Arizona Governor - Jones vs. DuVal,CBS News/NYT/YouGov,"Jones 45, DuVal 34",11,2014-07-28,2014,11.0
1409,Maryland Governor - Hogan vs. Brown,CBS News/NYT/YouGov,"Brown 52, Hogan 39",13,2014-07-28,2014,11.0
1410,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 43, Schauer 39",4,2014-07-29,2014,2.0
1411,Arizona Governor - GOP Primary (August 26),Behavior Research Center,"Ducey 13, Jones 17, Smith 8, Bennett 10, Thomas 0, Riggs 2",4,2014-07-29,2014,11.0
1412,Ohio Governor - Kasich vs. FitzGerald,Quinnipiac,"Kasich 48, FitzGerald 36",12,2014-07-30,2014,11.0
1413,Arkansas Governor - Hutchinson vs. Ross,Talk Business Poll*,"Hutchinson 46, Ross 41",5,2014-07-31,2014,0.0
1414,Michigan Governor - Snyder vs. Schauer,Rasmussen Reports,"Snyder 45, Schauer 42",3,2014-07-31,2014,7.0
1415,Florida Governor - Scott vs. Crist,Rasmussen Reports,"Scott 42, Crist 41",1,2014-08-01,2014,7.0
1416,Illinois Governor - Rauner vs. Quinn,Rasmussen Reports,"Rauner 44, Quinn 39",5,2014-08-01,2014,7.0
1417,Hawaii Governor - Democratic Primary (Aug. 9),Honolulu Civil Beat/MRG,"Ige 51, Abercrombie 41",10,2014-08-01,2014,7.0
1418,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 42, Baker 32",10,2014-08-01,2014,0.0
1419,Nevada Governor - Sandoval vs. Goodman,Harper (R),"Sandoval 56, Goodman 34",22,2014-08-02,2014,9.0
1420,Oklahoma Governor - Fallin vs. Dorman,Cole Hargrave Snodgrass & Associates (R)*,"Fallin 44, Dorman 31",13,2014-08-04,2014,0.0
1421,Hawaii Governor - Aiona vs. Abercrombie vs. Hannemann,Honolulu Star-Advertiser,"Aiona 45, Abercrombie 30, Hannemann 14",15,2014-08-04,2014,10.0
1422,Hawaii Governor - Aiona vs. Ige vs. Hannemann,Honolulu Star-Advertiser,"Aiona 41, Ige 34, Hannemann 15",7,2014-08-04,2014,10.0
1423,Hawaii Governor - Democratic Primary (Aug. 9),Honolulu Star-Advertiser,"Ige 54, Abercrombie 36",18,2014-08-04,2014,10.0
1424,Maine Governor - LePage vs. Michaud vs. Cutler,MPRC (D),"Michaud 43, LePage 41, Cutler 13",2,2014-08-05,2014,0.0
1425,New York Governor - Astorino vs. Cuomo,NBC NY/WSJ/Marist*,"Cuomo 54, Astorino 23",31,2014-08-05,2014,12.0
1426,Arkansas Governor - Hutchinson vs. Ross,PPP (D),"Hutchinson 46, Ross 40",6,2014-08-05,2014,9.0
1427,Florida Governor - Scott vs. Crist,SurveyUSA,"Scott 45, Crist 43",2,2014-08-06,2014,12.0
1428,Michigan Governor - Snyder vs. Schauer,MRG (R),"Snyder 45, Schauer 44",1,2014-08-06,2014,7.0
1429,Pennsylvania Governor - Corbett vs. Wolf,Magellan (R),"Wolf 50, Corbett 38",12,2014-08-06,2014,7.0
1430,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 47, Schauer 42",5,2014-08-07,2014,2.0
1431,Alaska Governor - Parnell vs. Mallott vs. Walker,PPP (D)*,"Parnell 37, Mallott 22, Walker 20",15,2014-08-07,2014,0.0
1432,Oregon Governor - Richardson vs. Kitzhaber,SurveyUSA,"Kitzhaber 48, Richardson 36",12,2014-08-07,2014,12.0
1433,Texas Governor - Abbott vs. Davis,Rasmussen Reports,"Abbott 48, Davis 40",8,2014-08-08,2014,7.0
1434,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 42, Baker 31",11,2014-08-08,2014,0.0
1435,New York Governor - Astorino vs. Cuomo,Siena*,"Cuomo 58, Astorino 26",32,2014-08-11,2014,12.0
1436,Illinois Governor - Rauner vs. Quinn,Sun-Times/WeAskAmerica,"Rauner 51, Quinn 38",13,2014-08-11,2014,0.0
1437,Kansas Governor - Brownback vs. Davis,Rasmussen Reports,"Davis 51, Brownback 41",10,2014-08-12,2014,7.0
1438,Wisconsin Governor - Walker vs. Burke,Rasmussen Reports,"Burke 47, Walker 48",1,2014-08-15,2014,7.0
1439,Georgia Governor - Deal vs. Carter,InsiderAdvantage*,"Deal 43, Carter 39",4,2014-08-15,2014,7.0
1440,Massachusetts Governor - Baker vs. Coakley,Mass Insight/Opinion Dynamics,"Coakley 44, Baker 41",3,2014-08-15,2014,9.0
1441,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 45, Grossman 21, Berwick 10",24,2014-08-15,2014,0.0
1442,Wisconsin Governor - Walker vs. Burke,Rasmussen Reports,"Walker 48, Burke 47",1,2014-08-15,2014,7.0
1443,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 40, Baker 32",8,2014-08-15,2014,0.0
1444,Iowa Governor - Branstad vs. Hatch,Rasmussen Reports,"Branstad 52, Hatch 35",17,2014-08-17,2014,7.0
1445,Tennessee Governor - Haslam vs. Brown,Rasmussen Reports,"Haslam 55, Brown 30",25,2014-08-17,2014,7.0
1446,Kansas Governor - Brownback vs. Davis,PPP (D),"Davis 44, Brownback 39",5,2014-08-19,2014,9.0
1447,Minnesota Governor - Johnson vs. Dayton,Rasmussen Reports,"Dayton 49, Johnson 41",8,2014-08-19,2014,7.0
1448,New Mexico Governor - Martinez vs. King,Albuquerque Journal,"Martinez 50, King 41",9,2014-08-19,2014,0.0
1449,Rhode Island Governor - Dem Primary (Sept. 9),WPRI/Fleming,"Raimondo 32, Taveras 27, Pell 26",5,2014-08-20,2014,10.0
1450,Connecticut Governor - Foley vs. Malloy,Rasmussen Reports,"Foley 45, Malloy 38",7,2014-08-21,2014,7.0
1451,Georgia Governor - Deal vs. Carter,SurveyUSA*,"Deal 48, Carter 39",9,2014-08-22,2014,12.0
1452,New Hampshire Governor - Hemingway vs. Hassan,WMUR/UNH,"Hassan 51, Hemingway 31",20,2014-08-22,2014,0.0
1453,N.H. Governor - Havenstein vs. Hassan,WMUR/UNH,"Hassan 49, Havenstein 32",17,2014-08-22,2014,0.0
1454,New York Governor - Astorino vs. Cuomo,Quinnipiac,"Cuomo 56, Astorino 28",28,2014-08-22,2014,11.0
1455,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 45, Grossman 24, Berwick 10",21,2014-08-22,2014,0.0
1456,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 41, Baker 34",7,2014-08-22,2014,0.0
1457,Wyoming Governor - Mead vs. Gosar,Rasmussen Reports,"Mead 55, Gosar 34",21,2014-08-22,2014,7.0
1458,Arizona Governor - GOP Primary (August 26),Harper (R),"Ducey 32, Smith 19, Jones 16, Bennett 14, Thomas 7, Riggs 2",13,2014-08-23,2014,9.0
1459,Georgia Governor - Deal vs. Carter,WSB-TV/Landmark*,"Deal 40, Carter 44",4,2014-08-23,2014,9.0
1460,Florida Governor - Scott vs. Crist,SurveyUSA*,"Scott 44, Crist 41",3,2014-08-23,2014,12.0
1461,Massachusetts Governor - Democratic Primary (September 9),Suffolk/Boston Herald,"Coakley 42, Grossman 30, Berwick 16",12,2014-08-25,2014,10.0
1462,Iowa Governor - Branstad vs. Hatch,PPP (D),"Branstad 50, Hatch 37",13,2014-08-26,2014,9.0
1463,Alaska Governor - Parnell vs. Mallott,Rasmussen Reports,"Parnell 47, Mallott 36",11,2014-08-26,2014,7.0
1464,Minnesota Governor - Johnson vs. Dayton,KSTP/SurveyUSA*,"Dayton 49, Johnson 40",9,2014-08-26,2014,12.0
1465,Wisconsin Governor - Walker vs. Burke,Marquette University,"Burke 49, Walker 47",2,2014-08-27,2014,12.0
1466,Kansas Governor - Brownback vs. Davis,SurveyUSA*,"Davis 48, Brownback 40",8,2014-08-27,2014,12.0
1467,Iowa Governor - Branstad vs. Hatch,USA Today/Suffolk*,"Branstad 47, Hatch 35",12,2014-08-27,2014,10.0
1468,Michigan Governor - Snyder vs. Schauer,EPIC-MRA,"Snyder 43, Schauer 45",2,2014-08-27,2014,10.0
1469,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 47, Schauer 46",1,2014-08-28,2014,2.0
1470,Arkansas Governor - Hutchinson vs. Ross,Rasmussen Reports,"Hutchinson 44, Ross 46",2,2014-08-28,2014,7.0
1471,Pennsylvania Governor - Corbett vs. Wolf,Franklin & Marshall,"Wolf 49, Corbett 24",25,2014-08-28,2014,8.0
1472,South Carolina Governor - Haley vs. Sheheen,Rasmussen Reports,"Haley 51, Sheheen 36",15,2014-08-28,2014,7.0
1473,Vermont Governor - Milne vs. Shumlin,Rasmussen Reports,"Shumlin 48, Milne 36",12,2014-08-29,2014,7.0
1474,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 46, Grossman 24, Berwick 10",22,2014-08-29,2014,0.0
1475,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 37, Baker 38",1,2014-08-29,2014,0.0
1476,Arizona Governor - Ducey vs. DuVal,Rasmussen Reports,"Ducey 40, DuVal 40",0,2014-08-31,2014,7.0
1477,Georgia Governor - Deal vs. Carter,WRBL/Ledger-Enquirer/PMB*,"Deal 44, Carter 42",2,2014-09-02,2014,0.0
1478,Massachusetts Governor - Democratic Primary (September 9),WBUR/MassINC,"Coakley 47, Grossman 23, Berwick 6",24,2014-09-03,2014,11.0
1479,Massachusetts Governor - Democratic Primary (September 9),UMass Lowell/7News,"Coakley 52, Grossman 20, Berwick 9",32,2014-09-03,2014,0.0
1480,Florida Governor - Scott vs. Crist,SurveyUSA*,"Scott 43, Crist 45",2,2014-09-03,2014,12.0
1481,Florida Governor - Scott vs. Crist,TB Times/Bay News 9/News 13/UF,"Scott 44, Crist 38",6,2014-09-03,2014,10.0
1482,Massachusetts Governor - Baker vs. Coakley,UMass Lowell/7News*,"Coakley 41, Baker 32",9,2014-09-03,2014,0.0
1483,Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 40, Baker 31",9,2014-09-03,2014,11.0
1484,California Governor - Kashkari vs. Brown,Field,"Brown 50, Kashkari 34",16,2014-09-04,2014,13.0
1485,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 47, Grossman 25, Berwick 13",22,2014-09-05,2014,0.0
1486,Pennsylvania Governor - Corbett vs. Wolf,Harper (R),"Wolf 52, Corbett 41",11,2014-09-05,2014,9.0
1487,Wisconsin Governor - Walker vs. Burke,WeAskAmerica*,"Burke 48, Walker 44",4,2014-09-05,2014,0.0
1488,Oklahoma Governor - Fallin vs. Dorman,Sooner Poll/News 9/News on 6*,"Fallin 50, Dorman 32",18,2014-09-06,2014,0.0
1489,Oregon Governor - Richardson vs. Kitzhaber,Rasmussen Reports,"Kitzhaber 48, Richardson 38",10,2014-09-07,2014,7.0
1490,Colorado Governor - Beauprez vs. Hickenlooper,NBC News/Marist*,"Hickenlooper 43, Beauprez 39",4,2014-09-07,2014,12.0
1491,Arkansas Governor - Hutchinson vs. Ross,NBC News/Marist*,"Hutchinson 48, Ross 39",9,2014-09-07,2014,12.0
1492,Colorado Governor - Beauprez vs. Hickenlooper,Rasmussen Reports,"Hickenlooper 44, Beauprez 45",1,2014-09-08,2014,7.0
1493,Kansas Governor - Brownback vs. Davis,SurveyUSA*,"Davis 47, Brownback 40",7,2014-09-08,2014,12.0
1494,Massachusetts Governor - Democratic Primary (September 9),WBUR/MassINC,"Coakley 41, Grossman 20, Berwick 12",21,2014-09-08,2014,11.0
1495,Michigan Governor - Snyder vs. Schauer,PPP (D),"Snyder 46, Schauer 44",2,2014-09-09,2014,9.0
1496,Florida Governor - Scott vs. Crist,Mason-Dixon*,"Scott 43, Crist 41",2,2014-09-09,2014,10.0
1497,Florida Governor - Scott vs. Crist,PPP (D),"Scott 41, Crist 44",3,2014-09-09,2014,9.0
1498,Florida Governor - Scott vs. Crist,SurveyUSA*,"Scott 45, Crist 44",1,2014-09-09,2014,12.0
1499,Maine Governor - LePage vs. Michaud vs. Cutler,Rasmussen Reports,"Michaud 43, LePage 39, Cutler 15",4,2014-09-09,2014,7.0
1500,Iowa Governor - Branstad vs. Hatch,Loras College,"Branstad 56, Hatch 34",22,2014-09-09,2014,8.0
1501,Georgia Governor - Deal vs. Carter,SurveyUSA*,"Deal 45, Carter 44",1,2014-09-10,2014,12.0
1502,Michigan Governor - Snyder vs. Schauer,Detroit News,"Snyder 44, Schauer 42",2,2014-09-10,2014,0.0
1503,Connecticut Governor - Foley vs. Malloy,Quinnipiac,"Foley 49, Malloy 43",6,2014-09-10,2014,11.0
1504,South Dakota Governor - Daugaard vs. Wismer,SurveyUSA*,"Daugaard 54, Wismer 34",20,2014-09-10,2014,12.0
1505,Ohio Governor - Kasich vs. FitzGerald,Rasmussen Reports,"Kasich 50, FitzGerald 30",20,2014-09-10,2014,7.0
1506,Colorado Governor - Beauprez vs. Hickenlooper,CBS News/NYT/YouGov,"Hickenlooper 45, Beauprez 45",0,2014-09-11,2014,11.0
1507,Kansas Governor - Brownback vs. Davis,CBS News/NYT/YouGov,"Davis 40, Brownback 47",7,2014-09-11,2014,11.0
1508,Hawaii Governor - Aiona vs. Ige vs. Hannemann,CBS News/NYT/YouGov,"Ige 37, Aiona 35, Hannemann 6",2,2014-09-11,2014,11.0
1509,Georgia Governor - Deal vs. Carter,CBS News/NYT/YouGov*,"Deal 47, Carter 39",8,2014-09-11,2014,11.0
1510,Connecticut Governor - Foley vs. Malloy,CBS News/NYT/YouGov,"Foley 41, Malloy 42",1,2014-09-11,2014,11.0
1511,Arizona Governor - Ducey vs. DuVal,CBS News/NYT/YouGov,"Ducey 39, DuVal 38",1,2014-09-11,2014,11.0
1512,Arkansas Governor - Hutchinson vs. Ross,CBS News/NYT/YouGov,"Hutchinson 45, Ross 38",7,2014-09-11,2014,11.0
1513,Michigan Governor - Snyder vs. Schauer,CBS News/NYT/YouGov,"Snyder 44, Schauer 43",1,2014-09-11,2014,11.0
1514,Illinois Governor - Rauner vs. Quinn,CBS News/NYT/YouGov,"Rauner 44, Quinn 40",4,2014-09-11,2014,11.0
1515,Wisconsin Governor - Walker vs. Burke,CBS News/NYT/YouGov,"Burke 45, Walker 49",4,2014-09-11,2014,11.0
1516,Pennsylvania Governor - Corbett vs. Wolf,Quinnipiac,"Wolf 59, Corbett 35",24,2014-09-11,2014,11.0
1517,Michigan Governor - Snyder vs. Schauer,USA Today/Suffolk*,"Snyder 43, Schauer 45",2,2014-09-11,2014,10.0
1518,Massachusetts Governor - Baker vs. Coakley,CBS News/NYT/YouGov,"Coakley 43, Baker 35",8,2014-09-11,2014,11.0
1519,Florida Governor - Scott vs. Crist,CBS News/NYT/YouGov,"Scott 46, Crist 43",3,2014-09-11,2014,11.0
1520,Maine Governor - LePage vs. Michaud vs. Cutler,CBS News/NYT/YouGov,"Michaud 37, LePage 38, Cutler 10",1,2014-09-11,2014,11.0
1521,Wyoming Governor - Mead vs. Gosar,CBS News/NYT/YouGov,"Mead 53, Gosar 25",28,2014-09-11,2014,11.0
1522,Oregon Governor - Richardson vs. Kitzhaber,CBS News/NYT/YouGov,"Kitzhaber 48, Richardson 42",6,2014-09-11,2014,11.0
1523,Tennessee Governor - Haslam vs. Brown,CBS News/NYT/YouGov,"Haslam 56, Brown 29",27,2014-09-11,2014,11.0
1524,South Dakota Governor - Daugaard vs. Wismer,CBS News/NYT/YouGov,"Daugaard 55, Wismer 28",27,2014-09-11,2014,11.0
1525,South Carolina Governor - Haley vs. Sheheen,CBS News/NYT/YouGov,"Haley 56, Sheheen 35",21,2014-09-11,2014,11.0
1526,Oklahoma Governor - Fallin vs. Dorman,CBS News/NYT/YouGov,"Fallin 53, Dorman 35",18,2014-09-11,2014,11.0
1527,Minnesota Governor - Johnson vs. Dayton,CBS News/NYT/YouGov,"Dayton 48, Johnson 41",7,2014-09-11,2014,11.0
1528,Nevada Governor - Sandoval vs. Goodman,CBS News/NYT/YouGov,"Sandoval 51, Goodman 29",22,2014-09-11,2014,11.0
1529,N.H. Governor - Havenstein vs. Hassan,CBS News/NYT/YouGov,"Hassan 51, Havenstein 34",17,2014-09-11,2014,11.0
1530,Nebraska Governor - Ricketts vs. Hassebrook,CBS News/NYT/YouGov,"Ricketts 54, Hassebrook 34",20,2014-09-11,2014,11.0
1531,Maryland Governor - Hogan vs. Brown,CBS News/NYT/YouGov,"Brown 51, Hogan 37",14,2014-09-11,2014,11.0
1532,New York Governor - Astorino vs. Cuomo,CBS News/NYT/YouGov,"Cuomo 52, Astorino 28",24,2014-09-11,2014,11.0
1533,California Governor - Kashkari vs. Brown,CBS News/NYT/YouGov,"Brown 53, Kashkari 35",18,2014-09-11,2014,11.0
1534,Alabama Governor - Bentley vs. Griffith,CBS News/NYT/YouGov,"Bentley 62, Griffith 28",34,2014-09-11,2014,11.0
1535,Vermont Governor - Milne vs. Shumlin,CBS News/NYT/YouGov*,"Shumlin 45, Milne 35",10,2014-09-11,2014,11.0
1536,Texas Governor - Abbott vs. Davis,CBS News/NYT/YouGov,"Abbott 56, Davis 38",18,2014-09-11,2014,11.0
1537,Ohio Governor - Kasich vs. FitzGerald,CBS News/NYT/YouGov,"Kasich 50, FitzGerald 37",13,2014-09-11,2014,11.0
1538,Pennsylvania Governor - Corbett vs. Wolf,CBS News/NYT/YouGov,"Wolf 50, Corbett 39",11,2014-09-11,2014,11.0
1539,Iowa Governor - Branstad vs. Hatch,CBS News/NYT/YouGov,"Branstad 51, Hatch 38",13,2014-09-11,2014,11.0
1540,New Mexico Governor - Martinez vs. King,CBS News/NYT/YouGov,"Martinez 48, King 43",5,2014-09-11,2014,11.0
1541,Idaho Governor - Otter vs. Balukoff,CBS News/NYT/YouGov,"Otter 51, Balukoff 33",18,2014-09-11,2014,11.0
1542,Florida Governor - Scott vs. Crist,Rasmussen Reports,"Scott 40, Crist 42",2,2014-09-12,2014,7.0
1543,Colorado Governor - Beauprez vs. Hickenlooper,Denver Post/SurveyUSA*,"Hickenlooper 45, Beauprez 43",2,2014-09-12,2014,12.0
1544,Georgia Governor - Deal vs. Carter,Atlanta Journal-Constitution*,"Deal 43, Carter 42",1,2014-09-12,2014,0.0
1545,Hawaii Governor - Aiona vs. Ige vs. Hannemann,Rasmussen Reports,"Ige 40, Aiona 39, Hannemann 14",1,2014-09-12,2014,7.0
1546,California Governor - Kashkari vs. Brown,LA Times/USC,"Brown 57, Kashkari 36",21,2014-09-12,2014,6.0
1547,Illinois Governor - Rauner vs. Quinn,Chicago Tribune*,"Rauner 37, Quinn 48",11,2014-09-13,2014,0.0
1548,Georgia Governor - Deal vs. Carter,InsiderAdvantage*,"Deal 44, Carter 40",4,2014-09-13,2014,7.0
1549,New Mexico Governor - Martinez vs. King,Albuquerque Journal,"Martinez 54, King 36",18,2014-09-14,2014,0.0
1550,Michigan Governor - Snyder vs. Schauer,Mitchell Research*,"Snyder 46, Schauer 41",5,2014-09-15,2014,2.0
1551,Georgia Governor - Deal vs. Carter,WSB-TV/Landmark*,"Deal 44, Carter 47",3,2014-09-15,2014,9.0
1552,Minnesota Governor - Johnson vs. Dayton,Star Tribune/Mason-Dixon*,"Dayton 45, Johnson 33",12,2014-09-15,2014,10.0
1553,Ohio Governor - Kasich vs. FitzGerald,Columbus Dispatch*,"Kasich 59, FitzGerald 29",30,2014-09-15,2014,7.0
1554,N.H. Governor - Havenstein vs. Hassan,ARG,"Hassan 51, Havenstein 39",12,2014-09-16,2014,9.0
1555,Kansas Governor - Brownback vs. Davis,PPP (D),"Brownback 39, Davis 45",6,2014-09-16,2014,9.0
1556,N.H. Governor - Havenstein vs. Hassan,Rasmussen Reports,"Hassan 51, Havenstein 40",11,2014-09-16,2014,7.0
1557,Kansas Governor - Brownback vs. Davis,FOX News*,"Brownback 41, Davis 45",4,2014-09-17,2014,12.0
1558,Colorado Governor - Beauprez vs. Hickenlooper,Quinnipiac*,"Hickenlooper 40, Beauprez 50",10,2014-09-17,2014,11.0
1559,Colorado Governor - Beauprez vs. Hickenlooper,USA Today/Suffolk*,"Hickenlooper 43, Beauprez 41",2,2014-09-17,2014,10.0
1560,Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 44, Baker 35",9,2014-09-17,2014,11.0
1561,Michigan Governor - Snyder vs. Schauer,Vanguard/Denno Research (D),"Snyder 43, Schauer 40",3,2014-09-17,2014,0.0
1562,Iowa Governor - Branstad vs. Hatch,FOX News,"Branstad 50, Hatch 37",13,2014-09-17,2014,12.0
1563,Florida Governor - Scott vs. Crist,SurveyUSA*,"Crist 39, Scott 44",5,2014-09-17,2014,12.0
1564,Wisconsin Governor - Walker vs. Burke,Rasmussen Reports,"Walker 48, Burke 46",2,2014-09-17,2014,7.0
1565,Wisconsin Governor - Walker vs. Burke,Marquette University,"Walker 49, Burke 46",3,2014-09-17,2014,12.0
